"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","39.4763138709541","39.4505827682322","43.7921284575402","43.3705006431457","44.484016833031","44.222310235488","43.291778021508","40.9120047796951","42.4490376189242","43.0682207602649","45.4137231643679","43.2309330532642","41.8767132020144","44.623274455949","44.7997006095161","46.0188536514402","51.3276258992806","55.6353233830846","52.3972925545249","54.7401006711409","54.8886866359447","52.9646656697287","52.4626780626781","57.1212385423653","60.352629118953","58.1948948290973","60.5514216442583","59.1636730262709","60.2405507224329","56.6269137944038","57.2219424009167","57.2464930583783","57.2583945786985","","","",
"Africa Eastern and Southern","AFE","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","28.151556870729","27.2117501784049","29.2307187397356","29.2101270592484","29.1408276237214","31.1932069082987","31.4423787816463","30.7385006897499","32.6556949807286","32.0652565196656","32.8953547354997","30.7025098605324","29.0717437662581","29.3075916843605","28.1175464721894","29.2939282297723","30.555537900002","30.0579153599199","32.8911124551459","34.4779343368727","31.0783465675071","29.4623824753931","30.6146178280175","31.694247435134","32.5682141066889","33.5430570397009","","39.7701347935377","36.3003022429438","38.444295102663","38.6524155066154","39.6473468852214","40.6621418753116","42.0792273980819","41.9959031568033","38.7901007305995","41.927937953017","32.7543202550493","37.3425494382622","39.0422574418034","39.4689934501546","42.4144832149067","43.7741889594206","40.7521455628398","42.3656448995548","41.6934188522363","40.0579724544833","40.4742014574107","38.3903610084458","37.6681516367136","38.9239256976617","37.8310255764212","37.5729945993345","37.453418368849","37.3269722303061","38.4011979759266","",
"Afghanistan","AFG","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","4.60330549979511","4.6356274740612","4.66260153124794","3.44082803588814","3.73055534830248","3.90066236359517","2.80476197154195","2.56573692231341","2.95485429721227","3.14195576162565","3.25667517266681","2.82221203615314","3.89331495843919","3.871410410274","3.61711349901541","2.5755869100831","2.23052172943251","2.04687729286581","2.44572382502325","2.67042085983122","2.85747200676344","2.43570265009551","","","","","","","","","","","","","","","","","","","","","","","","","4.84285686566253","6.83998223656721","9.38832772083979","10.58413068423","11.5750442390122","4.95918037606027","4.17944854276306","4.10825623711864","3.73272021162013","3.78980675535297","3.77581257666065","3.71038110758839","3.44212677085205","3.1735454944513","2.97036588832172","",
"Africa Western and Central","AFW","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","6.18804666383236","6.59809974938032","7.24084051521361","8.13234764298251","8.52340767362679","8.54462082081635","8.61641993180291","9.04160939351043","9.09284588391941","8.87524169142575","7.34099610138367","9.23578980043964","9.48603518460915","10.2262195441138","9.32914631420841","11.6533053520584","11.7925669646689","14.1657047237261","16.6004066019706","16.2745588147353","16.950936036304","9.36163975590579","10.0601425036205","11.0109552600879","11.0594695033195","10.9926215524227","14.4055186984298","15.0426819040129","13.968431164477","13.2243541418268","12.8320243863037","12.5879180748184","12.0409062365543","11.1014754940608","8.74301965559827","8.17374461661047","7.51723172088947","7.96629443389579","8.44441619229318","8.74105714184557","8.69444570514694","9.36812779610332","8.45030720035664","9.10064906222794","8.80661748448322","8.80808956087781","8.60290245544707","12.222146243695","15.5157430217933","16.4821526927079","13.0412001600752","11.8598780627863","11.5988451416825","12.5012980216917","13.9669980921451","14.4154662183018","15.7357802919668","14.7413286872892","13.2207740641329","13.2528658829383","13.8472468961228","",
"Angola","AGO","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78521241666833","3.17745379075588","5.16969314156703","3.52275914782064","2.52098260701182","1.96653982570438","3.61837428065332","3.43511436819255","3.97613486327041","4.39905589215937","4.20355044136705","6.42559810827928","9.77476080103609","12.0104477644839","22.9958244590012","19.5529304542105","18.7851083279467","20.0036827035139","21.3411673281577","19.8867601663945","24.0107759095541","19.9408303325239","15.9200223873878","13.832309577589","13.2555656850094","11.6694101771631","",
"Albania","ALB","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04586220706562","3.76324394062271","3.25706800175859","3.92591541814055","3.86173658171538","4.10700392701434","4.87087883255952","6.2010936216055","6.47602665479718","7.6559959156014","9.63218911586791","15.3759111207709","22.3149065867646","29.9214523038172","35.3306633995758","36.7844005259035","37.3647294185029","39.3142061041469","38.9169957330784","37.8725872243534","37.4025750642333","35.3627222066127","34.5818174656481","32.5625787978551","30.5413656856258","31.3495837690316","35.7326354377483","",
"Andorra","AND","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","12.0997550078918","12.3994535575078","11.1120519265145","12.9616769590942","13.0175762110141","13.1357334606225","14.2542186962224","15.2491503967228","14.0079400465564","13.9155954404384","15.7789655701766","16.133839120603","11.455170585654","14.1561310952289","15.0117445954554","16.5051443924967","19.3431380585436","18.8242796621153","17.1109127338329","19.1030528511534","23.9748074909275","27.92401909379","29.8412657637712","31.9953687137297","36.9079046619467","35.7866866924708","38.3390583309193","35.3202982195446","26.6420268024993","24.4143233685557","20.9205025357178","22.1169999615967","23.7187127664126","25.2922098771416","24.6777309867806","27.3345672456165","32.5316678727277","32.7912956133686","30.6242241911419","32.2861850575769","32.9101824960741","32.2082673935445","31.678475764622","32.8138704446701","33.019534023032","35.9793836785031","37.5644768125896","43.7489938660803","39.9216272674687","38.3069474881202","37.4978307393226","39.2389447298748","43.0587947379916","52.980960543156","56.6702081573768","54.7190807872339","","","","",
"United Arab Emirates","ARE","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","9.76008780203385","13.7873102394965","16.2947817309079","21.0305190078335","17.8034696635249","15.5736893552259","16.5108253314412","18.5289099747593","21.298534343955","21.7523798354151","22.5603799914126","29.0769378927348","29.1793754538853","31.9090171813048","30.2763142335335","25.1965077233042","26.7469141021305","26.9762746594881","28.2522037218413","29.3217092540961","29.7329548985892","29.2235633886256","31.0709769261069","36.851687932238","35.5584504362743","31.2720686676462","34.4082422274467","36.1001735680635","36.1630702795503","37.7109332547409","43.7556575674849","47.286885376531","56.0323776363312","67.610924076344","84.4646663341218","74.4216551843374","63.6047245696413","60.51782240689","60.0260353047108","64.7755080812768","79.0725116346614","83.8893176576818","78.2186756687483","74.2805578207017","75.6456557491938","85.6174982700862","",
"Argentina","ARG","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","10.7977469263099","11.810042509103","10.2282145552805","9.90251749915194","9.40267697440415","8.92375356887832","9.7298918924369","9.58187071682922","12.1475430834622","13.053375109778","14.2059661257195","17.4209750944231","16.5548611815692","15.6482608053113","17.9466845483758","15.3590039236442","11.8332213216316","15.2691922250017","17.1984341272005","20.7231358475262","21.7295078955372","29.697765115174","31.3181100560577","26.5588638231802","24.0506119455824","16.9285824693685","16.5215522681063","20.9234516099999","20.0320597504097","39.4377419896227","15.5276981216118","12.4655879980545","15.2507520184031","18.0123062130973","19.9549452299565","19.6796231471515","19.8760428771292","21.5569355901645","23.5909907483988","24.136100774893","23.1674223158561","20.1560327767269","15.1156737475206","10.6211819600196","9.50128495325813","10.4169307391323","11.532388513893","12.6122114252425","11.8227697298621","11.9992817487158","12.3023140536838","13.5403476956748","14.6892294554807","15.1861334101073","13.4668970338583","14.0812611092121","13.2251856630607","15.3798234512492","","","","",
