,Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
14,Nicaragua,NIC,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,100000.001490116,70000.0002980232,140000.000596046,360000.014305115,209999.993443489,170000.001788139,119999.997317791,109999.999403954,180000.007152557,280000.001192093,889999.985694885,839999.973773956,639999.985694885,519999.980926514,2829999.92370605,1860000.01430511,1210000.03814697,1769999.98092651,2130000.11444092,2819999.9332428,3579999.92370605,2630000.11444092,1370000.00476837,1970000.02861023,3400000.09536743,2029999.97138977,3450000.04768372,1600000.02384186,1570000.05245209,939999.997615814,769999.980926514,1019999.98092651,680000.007152557,720000.028610229,839999.973773956,1190000.05722046,1269999.98092651,1649999.97615814,740000.009536743,1279999.97138977,810000.002384186,1009999.99046326,966241.002082825,1077653.64646912,1065534.94930267,1373795.50933838,1217911.12422943,1279639.95933533,983918.011188507,2489000.08201599,
15,Panama,PAN,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,250000.0,140000.000596046,200000.002980232,200000.002980232,159999.996423721,119999.997317791,159999.996423721,50000.0007450581,180000.007152557,79999.9982118607,200000.002980232,129999.995231628,59999.9986588955,79999.9982118607,50000.0007450581,29999.9993294477,39999.9991059303,119999.997317791,,19999.9995529652,,,779999.971389771,740000.009536743,829999.983310699,750000.0,910000.026226044,639999.985694885,920000.016689301,639999.985694885,730000.019073486,610000.014305115,629999.995231628,579999.983310699,550000.011920929,500000.0,400000.005960464,419999.986886978,439999.997615814,730000.019073486,870000.004768372,920000.016689301,567469.894886017,1150496.7212677,823324.024677277,771332.323551178,929408.669471741,874000.012874603,858166.098594666,2164000.03433228,
16,Peru,PER,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,330000.013113022,460000.00834465,579999.983310699,569999.992847443,680000.007152557,709999.978542328,409999.996423721,400000.005960464,540000.021457672,899999.976158142,1269999.98092651,1440000.05722046,1240000.00953674,1490000.00953674,1409999.9666214,1580000.04291534,1830000.04291534,1970000.02861023,2079999.92370605,3720000.02861023,4480000.01907349,4780000.20980835,2789999.96185303,2900000.09536743,6699999.80926514,8810000.4196167,8159999.84741211,2859999.89509583,2140000.10490417,1059999.94277954,1179999.94754791,970000.028610229,970000.028610229,910000.026226044,1230000.01907349,1720000.02861023,1480000.01907349,1370000.00476837,930000.007152557,870000.004768372,1149999.97615814,910000.026226044,1001203.5369873,1201848.14929962,1195389.98603821,1280606.62746429,1376161.09848022,1065889.95456696,1028547.64461517,13159999.8474121,
17,Paraguay,PRY,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,379999.995231628,349999.994039536,349999.994039536,159999.996423721,189999.997615814,270000.010728836,280000.001192093,129999.995231628,689999.997615814,,670000.016689301,439999.997615814,239999.994635582,330000.013113022,259999.990463257,280000.001192093,289999.99165535,340000.003576279,310000.002384186,280000.001192093,689999.997615814,899999.976158142,1240000.00953674,1309999.94277954,1639999.98569489,1309999.94277954,1169999.95708466,1350000.02384186,1179999.94754791,850000.023841858,779999.971389771,779999.971389771,639999.985694885,819999.992847443,759999.990463257,980000.019073486,980000.019073486,889999.985694885,1200000.04768372,819999.992847443,790000.021457672,910000.026226044,760559.260845184,864756.70337677,1165349.96032715,887700.736522675,1455051.77974701,847000.002861023,1003874.65953827,3385999.91798401,
18,El Salvador,SLV,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,219999.998807907,180000.007152557,70000.0002980232,59999.9986588955,189999.997615814,170000.001788139,119999.997317791,140000.000596046,319999.992847443,330000.013113022,209999.993443489,180000.007152557,100000.001490116,259999.990463257,349999.994039536,209999.993443489,490000.009536743,639999.985694885,589999.973773956,1129999.99523163,2009999.99046326,1350000.02384186,1059999.94277954,1399999.97615814,1539999.96185303,1090000.0333786,3490000.00953674,1179999.94754791,1320000.05245209,800000.011920929,750000.0,800000.011920929,670000.016689301,610000.014305115,610000.014305115,1090000.0333786,800000.011920929,689999.997615814,639999.985694885,1250000.0,769999.980926514,879999.995231628,673746.466636658,845379.35256958,1468822.95608521,1082794.90470886,1022783.63704681,1054999.94754791,1398230.79109192,4157000.06484985,
19,Suriname,SUR,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,9999.99977648258,9999.99977648258,,29999.9993294477,9999.99977648258,79999.9982118607,50000.0007450581,79999.9982118607,39999.9991059303,19999.9995529652,9999.99977648258,,9999.99977648258,,,19999.9995529652,,,,,,,,,,,170000.001788139,59999.9986588955,,,,,,,,,,,,,,,,,,,,,,,
20,Uruguay,URY,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,,39999.9991059303,29999.9993294477,,,,59999.9986588955,9999.99977648258,,,,,,,,,,,,29999.9993294477,150000.005960464,59999.9986588955,259999.990463257,730000.019073486,889999.985694885,1029999.97138977,709999.978542328,730000.019073486,879999.995231628,660000.026226044,620000.004768372,860000.014305115,610000.014305115,560000.002384186,519999.980926514,529999.971389771,500000.0,519999.980926514,529999.971389771,750000.0,800000.011920929,850000.023841858,892598.450183868,749574.00560379,991559.982299805,868071.913719177,924604.713916779,1004999.99523163,,,
21,Argentina,ARG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,840000.0,840000.0,1470000.0,1140000.0,1600000.0,2000000.0,6830000.0,6970000.0,4430000.0,7480000.0,12350000.0,10110000.0,10730000.0,12740000.0,12070000.0,12860000.0,16090000.0,17580000.0,19610000.0,29220000.0,33740000.0,29870000.0,26780000.0,27840000.0,28140000.0,31730000.0,62830000.0,73940000.0,81330000.0,78900000.0,69360000.0,75530000.0,83310000.0,80560000.0,79360000.0,83480000.0,77330000.0,69620000.0,71720000.0,59610000.0,50500000.0,52490000.0,51510000.0,58810000.0,56200000.0,53880000.0,51400000.0,48100000.0,59990000.0,71880000.0,70420000.0,52020000.0,56800000.0,53140000.0,52320000.0,35720000.0,34820000.0,45930000.0,45690000.0,42800000.0,
22,Belize,BLZ,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,1800000.0,40000.0,130000.0,60000.0,180000.0,190000.0,1020000.0,1000000.0,730000.0,970000.0,1100000.0,740000.0,990000.0,1070000.0,1310000.0,1700000.0,1690000.0,1510000.0,1360000.0,1720000.0,2250000.0,2000000.0,3500000.0,3550000.0,6730000.0,6800000.0,8750000.0,10200000.0,12840000.0,13000000.0,12730000.0,14730000.0,13470000.0,15690000.0,9010000.0,11570000.0,11070000.0,6540000.0,4290000.0,4020000.0,4460000.0,5540000.0,4730000.0,3490000.0,3730000.0,5460000.0,4340000.0,4480000.0,3280000.0,4920000.0,4560000.0,4120000.0,5360000.0,4920000.0,7220000.0,5320000.0,7940000.0,9510000.0,4350000.0,5640000.0,
23,Bolivia,BOL,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,710000.0,790000.0,1200000.0,1460000.0,1300000.0,1110000.0,8350000.0,8840000.0,8190000.0,8200000.0,9370000.0,12070000.0,10490000.0,13040000.0,11060000.0,15260000.0,17830000.0,22410000.0,28690000.0,31450000.0,40510000.0,36130000.0,26810000.0,28270000.0,29090000.0,42440000.0,58140000.0,79040000.0,84100000.0,91040000.0,106400000.0,153040000.0,170290000.0,184350000.0,182340000.0,210020000.0,183670000.0,188870000.0,189880000.0,185610000.0,141260000.0,220140000.0,201440000.0,256230000.0,233660000.0,236570000.0,299090000.0,105580000.0,134530000.0,153930000.0,128130000.0,110560000.0,117360000.0,96710000.0,93330000.0,79400000.0,74910000.0,71910000.0,71080000.0,54400000.0,
24,Brazil,BRA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,-720000.0,-210000.0,1410000.0,2060000.0,2370000.0,2240000.0,29200000.0,31560000.0,23930000.0,30770000.0,31840000.0,37470000.0,35760000.0,41620000.0,43190000.0,42170000.0,39150000.0,42590000.0,55540000.0,63590000.0,82680000.0,81000000.0,75270000.0,72480000.0,70600000.0,72840000.0,98390000.0,120560000.0,138860000.0,134580000.0,140850000.0,157880000.0,175320000.0,183140000.0,193920000.0,237300000.0,221650000.0,200730000.0,195670000.0,188540000.0,179290000.0,162000000.0,170800000.0,213470000.0,194660000.0,191600000.0,204170000.0,246900000.0,235440000.0,230900000.0,239010000.0,213280000.0,241830000.0,235930000.0,237620000.0,189580000.0,200840000.0,201990000.0,180680000.0,189930000.0,
